DATE,INDIGO,ICICI,Jet_Airways,SBI,TATA Chem,TATA Comm,HDFC,Bajaj Finance,KOTAK,Reliance
10-12-2019,1328.75,528.700012,19.35,313.399994,651.150024,389.799988,2295.149902,3986.850098,1662.400024,1547.283325
11-12-2019,1338.949951,533.549988,18.4,312.799988,649.549988,386.950012,2321.649902,4036.800049,1686.550049,1547.729126
12-12-2019,1339.400024,535.349976,19.25,321.850006,659.599976,391.350006,2318.449951,4057.149902,1715.599976,1553.474609
13-12-2019,1322.050049,537.049988,19.950001,332.549988,666.650024,392.950012,2354.5,4071.949951,1692.75,1568.036621
16-12-2019,1299.800049,539.25,19.950001,331.850006,654,382.600006,2375.25,4039.449951,1703.949951,1551.889648
17-12-2019,1315.150024,541.150024,20.9,332.899994,654.700012,387.75,2430.100098,4135.75,1713.300049,1548.026245
18-12-2019,1309.25,541.400024,21.9,326.950012,644.150024,395.399994,2445.149902,4119.350098,1724.349976,1561.052734
19-12-2019,1286.050049,540.200012,22.950001,328.149994,649.25,396.600006,2411.899902,4091.850098,1729.5,1594.832642
20-12-2019,1293.349976,546.099976,24.049999,337.850006,649.75,386.799988,2404.100098,4135.600098,1692.699951,1584.084473
23-12-2019,1300.349976,541.299988,25.25,332.399994,667.900024,386.25,2422.649902,4160,1704.900024,1556.644531
24-12-2019,1306.949951,541.099976,26.5,331.450012,682.799988,395.549988,2412.75,4139.5,1711.550049,1531.928833
26-12-2019,1321.949951,538.75,27.799999,329.850006,668.599976,391,2414.100098,4187.100098,1694.25,1501.17041
27-12-2019,1340.050049,549.400024,29.15,337.25,667.5,391.200012,2444.149902,4252.649902,1685.599976,1527.86731
30-12-2019,1343.099976,543.950012,27.700001,334.399994,665.549988,385.799988,2438.25,4243.299805,1690.400024,1529.699951
